City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Kalaleh,IR,37.3807,55.4916,80.96,70,0,3.4,clear sky
453,Mweka,CD,-4.85,21.5667,76.46,30,3,2.89,clear sky
454,Gushikawa,JP,26.3544,127.8686,81.63,89,0,0.0,clear sky
455,High Level,CA,58.5169,-117.136,69.91,37,75,6.91,broken clouds
456,Cap-Chat,CA,49.1001,-66.6821,66.2,94,100,0.0,overcast clouds
457,Butembo,CD,0.15,29.2833,58.14,84,47,2.75,scattered clouds
458,Gambissara,SN,13.2382,-14.3108,76.77,92,100,2.84,light rain
459,Okakarara,NA,-20.5833,17.4333,56.57,23,1,3.78,clear sky
460,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,50.77,81,7,6.33,clear sky
461,Xining,CN,36.6167,101.7667,59.59,91,25,2.35,scattered clouds
462,Oktyabrskoye,RU,43.0645,44.7417,69.94,53,1,8.95,light rain
463,Sattahip,TH,12.6664,100.9007,82.49,74,40,9.22,moderate rain
464,Bhavnagar,IN,21.7667,72.15,84.29,77,100,7.94,moderate rain
465,Hualmay,PE,-11.0964,-77.6139,65.71,72,38,11.99,scattered clouds
466,Phan Thiet,VN,10.9333,108.1,77.0,90,100,8.32,overcast clouds
467,Shingu,JP,33.7333,135.9833,76.75,89,2,3.85,clear sky
468,Gloversville,US,43.0528,-74.3438,84.97,100,0,4.61,clear sky
469,Nanganga,TZ,-10.3833,39.15,64.17,89,0,4.27,clear sky
470,Meulaboh,ID,4.1363,96.1285,76.06,75,100,2.86,overcast clouds
471,Bone,DE,51.9669,12.1396,81.82,53,78,11.39,broken clouds
472,Barcelos,PT,41.5388,-8.6151,74.91,85,7,1.95,clear sky
473,Meru,KE,0.0463,37.6559,60.89,78,96,7.92,overcast clouds
474,Lasa,IT,46.6166,10.7002,76.08,82,56,2.13,broken clouds
475,Perth,AU,-31.9333,115.8333,42.98,96,92,0.0,mist
476,Sorland,NO,67.667,12.6934,53.46,76,74,11.86,broken clouds
477,Lorengau,PG,-2.0226,147.2712,81.55,80,100,8.99,overcast clouds
478,Khandagayty,RU,50.7333,92.05,55.24,61,17,8.25,few clouds
479,Makakilo City,US,21.3469,-158.0858,82.15,60,40,9.22,scattered clouds
480,Tilaran,CR,10.4703,-84.9671,75.07,86,77,7.18,broken clouds
481,Tautira,PF,-17.7333,-149.15,76.24,80,96,27.18,light rain
482,Balsas,BR,-7.5325,-46.0356,90.45,29,62,5.64,broken clouds
483,Dehri,IN,24.8667,84.1833,84.29,71,91,5.28,overcast clouds
484,Flin Flon,CA,54.7682,-101.865,66.04,59,100,8.05,overcast clouds
485,Chake Chake,TZ,-5.2459,39.7666,71.29,83,3,7.45,clear sky
486,Matiri,TZ,-10.75,34.9,54.97,66,3,3.42,clear sky
487,Cihuatlan,MX,19.2366,-104.5651,87.48,58,75,11.5,broken clouds
488,Warri,NG,5.5167,5.75,76.12,79,100,5.68,overcast clouds
489,Lincoln,US,40.8,-96.667,96.15,40,0,7.29,clear sky
490,Mazyr,BY,52.0495,29.2456,65.01,89,7,6.98,clear sky
491,Keflavik,IS,64.0049,-22.5624,54.03,71,0,12.66,clear sky
492,Leningradskiy,RU,69.3833,178.4167,37.08,96,100,8.81,overcast clouds
493,Fereydunshahr,IR,32.941,50.121,73.0,29,76,4.59,broken clouds
494,Hurghada,EG,27.2574,33.8129,91.44,40,0,4.61,clear sky
495,Ambanja,MG,-13.6833,48.45,69.33,77,52,3.04,broken clouds
496,Micheweni,TZ,-4.9667,39.8333,72.7,82,2,9.73,clear sky
497,Jiayuguan,CN,39.8167,98.3,77.31,31,14,1.72,few clouds
498,Totness,SR,5.8833,-56.3167,80.89,78,100,10.42,overcast clouds
499,Naze,JP,28.3667,129.4833,77.92,84,100,8.14,overcast clouds
500,Diban,SY,35.0365,40.5167,97.03,19,1,9.08,clear sky
501,Miyang,CN,24.4042,103.4428,65.68,96,100,5.03,overcast clouds
502,Moa,CU,20.6569,-74.9403,84.15,72,100,9.84,overcast clouds
503,Dortyol,TR,36.8616,36.2289,78.55,74,0,2.04,clear sky
504,Jalu,LY,29.0331,21.5482,84.9,41,0,13.85,clear sky
505,Xingyi,CN,24.1877,102.817,63.28,95,100,2.68,overcast clouds
506,Port-Gentil,GA,-0.7193,8.7815,74.25,76,90,17.16,overcast clouds
507,Auki,SB,-8.7676,160.7034,80.35,77,77,3.71,broken clouds
508,Yago,MX,21.8333,-105.0667,95.9,45,54,7.45,broken clouds
509,Goure,NE,13.9835,10.2704,81.01,50,91,6.46,overcast clouds
510,Mitsamiouli,KM,-11.3847,43.2844,75.51,67,0,6.22,clear sky
511,Helong,CN,42.5397,128.9972,70.41,93,95,4.74,overcast clouds
512,Uri,IN,34.0833,74.0333,69.19,88,25,1.88,scattered clouds
513,Payo,ID,-3.7508,103.6372,70.79,98,94,1.39,moderate rain
514,Vestmannaeyjar,IS,63.4427,-20.2734,53.29,73,3,19.48,clear sky
515,Santa Maria,BR,-29.6842,-53.8069,69.1,68,40,21.85,scattered clouds
516,Port Shepstone,ZA,-30.7414,30.455,64.96,83,29,7.76,scattered clouds
517,Marsa Matruh,EG,31.3525,27.2453,80.8,69,0,6.91,clear sky
518,Ponta Do Sol,PT,32.6667,-17.1,74.71,78,4,8.08,clear sky
519,Sistranda,NO,63.7256,8.834,51.76,78,100,13.33,overcast clouds
520,Egvekinot,RU,66.3167,-179.1667,48.11,84,90,3.2,light rain
521,Viedma,AR,-40.8135,-62.9967,47.57,46,43,7.76,scattered clouds
522,Copiapo,CL,-27.3667,-70.3333,62.29,22,79,3.67,broken clouds
523,Raychikhinsk,RU,49.7838,129.4121,68.76,96,100,16.6,moderate rain
524,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,52,40,18.41,scattered clouds
525,Lagunas,PE,-5.2269,-75.6753,78.21,85,100,2.21,overcast clouds
526,Neiafu,TO,-18.65,-173.9833,77.68,78,75,11.5,broken clouds
527,Conde,BR,-7.2597,-34.9075,78.26,78,20,11.5,few clouds
528,Lima,PE,-12.0432,-77.0282,61.05,72,75,5.75,broken clouds
529,Mao,ES,39.8885,4.2658,81.16,69,0,3.44,clear sky
530,Ciro Marina,IT,39.3732,17.126,81.37,53,0,1.36,clear sky
531,Dom Pedrito,BR,-30.9828,-54.6731,52.92,95,100,12.41,overcast clouds
532,Tori,EE,58.4825,24.8152,66.11,77,46,5.14,scattered clouds
533,Isla Vista,US,34.4133,-119.861,95.0,58,0,6.91,clear sky
534,San Blas,MX,21.5167,-105.2667,96.69,64,63,8.25,broken clouds
535,Kiunga,PG,-6.1219,141.2906,73.11,100,93,0.81,overcast clouds
536,Aksarka,RU,66.5606,67.7975,57.47,77,13,6.06,few clouds
537,Wana,PK,32.2989,69.5725,78.3,66,5,1.88,clear sky
538,San Policarpo,PH,12.1791,125.5072,76.53,88,100,6.42,light rain
539,Calvinia,ZA,-31.4707,19.776,48.96,72,1,1.99,clear sky
540,Cayenne,GF,4.9333,-52.3333,86.04,30,0,12.66,clear sky
541,Luyang,CN,27.6239,110.0989,76.23,88,14,1.97,few clouds
542,Bungu,TZ,-7.6337,39.0582,65.97,94,1,3.06,clear sky
543,Neepawa,CA,50.2289,-99.4664,82.8,41,0,10.31,clear sky
544,Inhambane,MZ,-23.865,35.3833,66.78,84,0,7.72,clear sky
545,Waling,NP,27.9833,83.7667,72.23,97,99,0.87,light rain
546,Coihaique,CL,-45.5752,-72.0662,42.75,52,20,4.61,few clouds
547,Karratha,AU,-20.7377,116.8463,61.68,45,1,9.95,clear sky
548,Broome,US,42.2506,-75.833,75.2,70,100,6.91,moderate rain
549,Wajima,JP,37.4,136.9,77.31,89,31,3.24,scattered clouds
550,Marzuq,YE,14.4,46.4667,81.0,55,86,5.01,overcast clouds
551,Clyde River,CA,70.4692,-68.5914,44.83,87,75,19.57,broken clouds
552,Rajgarh,IN,28.6333,75.3833,85.19,69,60,6.04,broken clouds
553,Rudbar,AF,30.15,62.6,89.46,18,0,14.18,clear sky
554,Shimoda,JP,34.6667,138.95,73.11,91,92,11.95,overcast clouds
555,Hammerfest,NO,70.6634,23.6821,55.85,88,75,4.61,broken clouds
556,Aykhal,RU,66.0,111.5,43.21,96,100,12.71,light rain
557,Sonoita,MX,31.85,-112.8333,93.56,31,100,4.43,overcast clouds
558,Dumka,IN,24.2667,87.25,80.37,87,47,4.29,scattered clouds
559,Skjervoy,NO,70.0311,20.9714,55.4,87,62,6.71,broken clouds
560,Gladstone,AU,-23.85,151.25,60.73,94,100,4.61,overcast clouds
561,Sarahan,IN,31.5167,77.8,63.79,91,74,1.07,broken clouds
562,Tiarei,PF,-17.5333,-149.3333,77.0,79,84,28.83,light rain
563,Ola,RU,59.5833,151.2833,57.15,94,100,9.37,overcast clouds
564,Onokhoy,RU,51.932,108.0747,60.55,87,86,3.44,overcast clouds
565,Dogondoutchi,NE,13.6393,4.0287,82.13,62,68,8.19,broken clouds
566,Itamaraca,BR,-7.7478,-34.8256,78.85,79,3,10.0,clear sky
567,Orichi,RU,58.4036,49.0572,65.37,72,87,0.85,overcast clouds
568,Mikhaylovsk,RU,45.1283,42.0256,80.82,34,75,17.9,broken clouds
569,Maceio,BR,-9.6658,-35.7353,78.24,78,75,9.22,broken clouds
570,Iranshahr,IR,27.2025,60.6848,97.14,15,0,6.91,clear sky
571,Taltal,CL,-25.4,-70.4833,62.76,63,90,5.79,overcast clouds
572,Plettenberg Bay,ZA,-34.0527,23.3716,55.96,85,100,2.75,overcast clouds
573,Barranca,PE,-10.75,-77.7667,64.17,74,32,12.93,scattered clouds
574,Kiyasovo,RU,56.3491,53.1244,65.97,66,73,2.55,broken clouds
575,Kintampo,GH,8.0563,-1.7306,73.36,78,100,6.29,overcast clouds
576,Vizinga,RU,61.0749,50.1031,58.96,72,38,2.53,scattered clouds
577,Bosaso,SO,11.2842,49.1816,91.18,41,41,18.19,scattered clouds
578,Mayo,US,38.8876,-76.5119,98.49,67,0,5.01,clear sky
579,Claveria,PH,18.6074,121.0832,78.96,87,95,8.72,overcast clouds
580,Diego De Almagro,CL,-26.3667,-70.05,71.58,11,65,6.24,broken clouds
581,Nagato,JP,34.3833,131.2,79.75,86,1,8.34,clear sky
582,Kailua,US,21.4022,-157.7394,83.61,69,40,8.05,scattered clouds
583,Iisalmi,FI,63.5592,27.1907,57.43,90,89,5.1,overcast clouds
584,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,14.97,scattered clouds
585,Okato,NZ,-39.2,173.8833,51.62,90,47,6.91,scattered clouds
586,Kununurra,AU,-15.7667,128.7333,64.38,88,74,3.44,broken clouds
587,Mocuba,MZ,-16.8392,36.9856,63.84,91,0,2.21,clear sky
588,Tulu Bolo,ET,8.6667,38.2167,58.03,89,83,6.38,light rain
589,Santarem,BR,-2.4431,-54.7083,87.93,66,20,11.5,few clouds
590,Nhulunbuy,AU,-12.2333,136.7667,77.61,88,100,5.75,overcast clouds
591,Bundaberg,AU,-24.85,152.35,60.22,99,40,1.14,scattered clouds
592,Bismarck,US,46.8083,-100.7837,99.64,24,0,13.8,clear sky
593,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,85,75,18.41,broken clouds
594,Jaguariaiva,BR,-24.2511,-49.7058,69.37,50,4,3.22,light rain
595,Cap-Aux-Meules,CA,47.3821,-61.8597,77.05,65,20,16.11,few clouds
596,Dwarka,IN,22.2394,68.9678,82.27,78,100,9.06,overcast clouds
597,Dunedin,NZ,-45.8742,170.5036,56.12,56,100,13.11,overcast clouds
598,Moose Factory,CA,51.2585,-80.6094,69.8,43,75,11.5,broken clouds
599,Moron,AR,-34.6534,-58.6198,53.8,64,100,5.7,overcast clouds
600,Bilma,NE,18.6853,12.9164,96.13,29,2,11.61,clear sky
601,Japura,ID,-0.3167,102.35,73.56,99,100,1.34,light rain
602,Troitsko-Pechorsk,RU,62.7084,56.1964,59.68,85,79,4.0,broken clouds
603,Ferkessedougou,CI,9.6,-5.2,73.83,89,99,5.99,overcast clouds
604,Aberdeen,GB,57.1437,-2.0981,54.54,78,65,5.75,broken clouds
605,Whitefish,US,48.4111,-114.3376,83.1,21,0,17.27,clear sky
606,Vanavara,RU,60.34,102.2797,50.97,94,96,2.44,light rain
607,Tumba,SE,59.1986,17.8332,71.51,70,42,12.66,scattered clouds
608,Iracoubo,GF,5.4802,-53.2011,81.25,78,15,11.34,few clouds
609,Puerto Madryn,AR,-42.7692,-65.0385,49.14,41,41,20.15,scattered clouds
610,Laukaa,RU,58.7372,29.8453,62.35,74,20,3.0,few clouds
611,Murgab,TM,37.4966,61.9714,78.67,36,0,6.91,clear sky
612,Uige,AO,-7.6087,15.0613,69.12,64,41,2.98,scattered clouds
613,Ornskoldsvik,SE,63.2909,18.7153,61.75,82,95,4.61,overcast clouds
614,Kommunisticheskiy,RU,61.6789,64.4819,61.83,62,32,5.23,scattered clouds
615,Teguise,ES,29.0605,-13.564,70.02,78,20,26.46,few clouds
616,Olinda,BR,-8.0089,-34.8553,78.53,73,75,14.97,broken clouds
617,Canatlan,MX,24.5167,-104.7833,83.44,30,96,9.08,overcast clouds
618,Portland,US,45.5234,-122.6762,76.15,59,75,6.91,broken clouds
619,Khash,IR,28.2211,61.2158,80.37,18,0,7.81,clear sky
620,Rio Gallegos,AR,-51.6226,-69.2181,41.05,87,75,10.36,broken clouds
621,Panlaitan,PH,12.1191,119.8486,80.26,83,100,8.14,overcast clouds
622,Mujiayingzi,CN,42.1167,118.7833,69.42,83,0,7.87,clear sky
623,Znamenka,RU,52.4167,41.4311,68.88,65,99,7.05,overcast clouds
624,Magistralnyy,RU,56.1725,107.4458,47.64,91,18,2.04,few clouds
625,Ixtapa,MX,20.7,-105.2,91.22,62,40,9.22,scattered clouds
626,Kanye,BW,-24.9667,25.3327,53.4,42,0,6.55,clear sky
627,Mishelevka,RU,52.8575,103.1719,52.2,95,37,5.44,scattered clouds
628,Najran,SA,17.4924,44.1277,83.05,80,98,8.34,overcast clouds
629,Qui Nhon,VN,13.7667,109.2333,79.75,80,100,5.19,overcast clouds
630,Erenhot,CN,43.6475,111.9767,71.17,60,0,4.81,clear sky
631,Baculin,PH,7.4525,126.5842,77.09,87,100,2.89,overcast clouds
632,Ruwi,OM,23.5996,58.5507,89.29,69,45,7.47,scattered clouds
633,Rotifunk,SL,8.2333,-12.6833,73.38,97,100,3.0,light rain
634,Saint-Augustin,CA,51.226,-58.6502,64.2,88,93,17.4,overcast clouds
635,Yumen,CN,40.2833,97.2,79.03,30,70,6.87,broken clouds
636,Puerto Escondido,MX,15.85,-97.0667,88.63,55,40,11.5,scattered clouds
637,San Angelo,US,31.4638,-100.437,103.89,24,0,7.0,clear sky
638,Maningrida,AU,-12.0667,134.2667,70.43,96,42,5.48,scattered clouds
639,Huambo,AO,-12.7761,15.7392,66.54,37,51,2.64,broken clouds
640,Durango,MX,24.8333,-104.8333,84.16,28,71,9.28,broken clouds
641,Beyla,GN,8.6833,-8.6333,67.32,98,97,2.75,moderate rain
642,Madang,PG,-5.2246,145.7966,76.24,92,100,3.58,overcast clouds
643,Zhigansk,RU,66.7697,123.3711,48.18,60,100,21.41,overcast clouds
644,Powell River,CA,49.8496,-124.5361,71.08,63,20,9.22,few clouds
645,Santa Cruz,BO,-17.8,-63.1667,81.86,47,75,16.11,broken clouds
646,Basqal,AZ,40.7552,48.391,68.72,61,7,4.38,clear sky
647,Camalu,MX,30.85,-116.0667,78.87,67,65,14.38,broken clouds
648,Peniche,PT,39.3558,-9.3811,68.29,90,92,19.42,overcast clouds
649,College,US,64.8569,-147.8028,73.47,52,20,5.75,few clouds
650,Algarrobo,CO,10.1869,-74.5753,84.36,70,99,9.95,overcast clouds
651,Waipawa,NZ,-41.4122,175.5153,46.83,84,36,8.19,scattered clouds
652,Calabozo,VE,8.9242,-67.4293,81.18,82,100,4.07,overcast clouds
653,Lishu,CN,43.3047,124.3278,72.5,95,82,14.85,broken clouds
654,Malakal,SS,9.5334,31.6605,72.46,91,99,4.79,overcast clouds
655,Ewa Beach,US,21.3156,-158.0072,83.57,60,40,9.22,scattered clouds
656,Nanakuli,US,21.3906,-158.1547,83.57,57,40,9.22,scattered clouds
657,Sechura,PE,-5.5569,-80.8222,74.3,59,65,14.07,broken clouds
658,Teya,RU,60.3778,92.6267,43.0,99,100,5.5,light rain
659,Pijijiapan,MX,15.7011,-93.23,85.55,68,54,6.4,broken clouds
660,Sobolevo,RU,54.4299,31.8996,64.92,83,60,6.08,broken clouds
661,Qasigiannguit,GL,68.8193,-51.1922,44.85,99,100,3.15,light rain
662,Amapa,BR,1.0,-52.0,79.18,71,35,3.83,scattered clouds
663,Kisanga,TZ,-7.4362,37.7034,69.58,68,1,4.25,clear sky
664,Tucurui,BR,-3.7661,-49.6725,83.64,64,47,1.63,scattered clouds
665,Beian,NO,63.6559,9.5683,53.01,93,75,6.91,broken clouds
666,Rio Grande,BR,-32.035,-52.0986,55.51,96,99,21.59,light rain
667,Anaconda,US,46.1285,-112.9423,85.19,17,82,22.03,broken clouds
668,Arroyo,ES,41.6096,-4.7969,78.84,31,0,2.3,clear sky
669,Prince Rupert,CA,54.3161,-130.3201,62.69,81,0,6.91,clear sky
670,Mana,GF,5.6592,-53.7767,81.66,76,39,10.25,scattered clouds
671,Zeya,RU,53.75,127.2667,65.52,94,100,5.95,overcast clouds
672,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,87.94,39,81,11.23,broken clouds
673,Mattru,SL,7.6244,-11.8332,72.91,97,97,2.46,light rain
674,Litovko,RU,49.2361,135.1742,62.67,94,100,4.16,overcast clouds
675,George,ZA,-33.963,22.4617,47.75,100,100,3.44,overcast clouds
676,Port Blair,IN,11.6667,92.75,81.28,80,99,21.27,overcast clouds
677,Ternate,ID,0.8,127.4,78.55,84,99,7.2,overcast clouds
678,Angoram,PG,-4.0625,144.0661,73.96,100,100,0.38,overcast clouds
679,Chapleau,CA,47.8405,-83.4034,69.89,52,75,6.91,broken clouds
